Miss;0000000000000000
Hit;0000000000000010
Miss;0000000000000100
Miss;0000000100010100
Hit;0000000100010110
Miss;0000000100011000
Miss;0000000100100000
Hit;0000000100100010
Hit;0000000000000110
Miss;0000000000001000
Miss;0000000000010000
Miss;0000000010000110
Hit;0000000000010010
Miss;0000000000010100
Hit;0000000000010110
Miss;0000000000011000
Miss;0000000000100000
Hit;0000000000100010
Miss;0000000000100100
Hit;0000000000010000
Miss;0000000010000111
Hit;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Miss;0000000000100100
Hit;0000000000010000
Miss;0000000010001000
Hit;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Hit;0000000010001001
Hit;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Hit;0000000010001010
Hit;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Hit;0000000010001011
Hit;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Miss;0000000010001100
Hit;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Hit;0000000010001101
Hit;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Hit;0000000010001110
Hit;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Hit;0000000010001111
Hit;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Miss;0000000010010000
Miss;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Miss;0000000010010001
Miss;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Miss;0000000010010010
Miss;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000010000
Miss;0000000010010011
Miss;0000000000010010
Hit;0000000000010100
Hit;0000000000010110
Hit;0000000000011000
Hit;0000000000100000
Hit;0000000000100010
Hit;0000000000100100
Hit;0000000000100110
Miss;0000000000101000
Hit;0000000000110000
Miss;0000000100100100
Hit;0000000100100110
Miss;0000000100101000
Miss;0000000100110000
Hit;0000000100110010
Miss;0000000000110010
Hit;0000000000110100
Hit;0000000000110110
Miss;0000000010010100
Hit;0000000000111000
Miss;0000000001000000
Hit;0000000001000010
Miss;0000000001000100
Hit;0000000001000110
Miss;0000000001001000
Miss;0000000001010000
Miss;0000000000110110
Miss;0000000010010101
Hit;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Miss;0000000000110110
Miss;0000000010010110
Hit;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Miss;0000000000110110
Miss;0000000010010111
Hit;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Miss;0000000000110110
Miss;0000000010011000
Miss;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Hit;0000000000110110
Miss;0000000010011001
Miss;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Hit;0000000000110110
Miss;0000000010011010
Miss;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Hit;0000000000110110
Miss;0000000010011011
Miss;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Hit;0000000000110110
Miss;0000000010011100
Hit;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Hit;0000000000110110
Hit;0000000010011101
Hit;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Hit;0000000000110110
Hit;0000000010011110
Hit;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Hit;0000000000110110
Hit;0000000010011111
Hit;0000000000111000
Hit;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Hit;0000000000110110
Miss;0000000010100000
Hit;0000000000111000
Miss;0000000001000000
Hit;0000000001000010
Hit;0000000001000100
Hit;0000000001000110
Hit;0000000001001000
Hit;0000000001010000
Hit;0000000001010010
Hits;212
Misses;52
Taxa de hits;80.3%
Taxa de misses;19.7%
